Daily_demand,Demand,Diesel_engines,Fuel_oil_gas,Gas_turbine,Generation,Non_renewable_waste,Peak_Load,Renewable_waste,Solar_PV,date
-,530,497,497,0,530,16,27 (22h),16,0,"2017,10,28"
-,565,535,535,0,565,15,29 (21h),15,0,"2017,10,27"
-,573,544,544,0,573,15,30 (21h),15,0,"2017,10,26"
-,568,538,538,0,568,15,30 (21h),15,0,"2017,10,25"
-,549,519,519,0,549,15,29 (22h),15,0,"2017,10,24"
-,564,534,534,0,564,15,30 (21h),15,0,"2017,10,23"
-,502,467,467,0,502,18,27 (22h),18,0,"2017,10,22"
-,522,489,489,0,522,16,27 (22h),16,0,"2017,10,21"
-,566,534,534,0,566,16,29 (21h),16,0,"2017,10,20"
-,578,545,545,0,578,17,30 (21h),17,0,"2017,10,19"
-,590,558,558,0,590,16,30 (21h),16,0,"2017,10,18"
-,591,558,558,0,591,16,31 (21h),16,0,"2017,10,17"
-,597,563,563,0,597,17,31 (21h),17,0,"2017,10,16"
-,516,484,484,0,516,16,28 (22h),16,0,"2017,10,15"
-,547,515,515,0,547,16,28 (21h),16,0,"2017,10,14"
-,554,520,520,0,554,17,28 (14h),17,0,"2017,10,13"
-,516,481,481,0,516,17,27 (21h),17,0,"2017,10,12"
-,591,556,556,0,591,17,30 (21h),17,0,"2017,10,11"
-,594,558,558,0,594,18,31 (21h),18,0,"2017,10,10"
-,587,553,553,0,587,17,31 (21h),17,0,"2017,10,09"
-,526,495,495,0,526,16,28 (22h),16,0,"2017,10,08"
-,555,522,522,0,555,16,29 (22h),16,0,"2017,10,07"
-,596,563,563,0,596,16,30 (21h),16,0,"2017,10,06"
-,617,584,584,0,617,16,31 (21h),16,0,"2017,10,05"
-,616,585,585,0,616,15,31 (14h),15,0,"2017,10,04"
-,611,581,581,0,611,15,31 (14h),15,0,"2017,10,03"
-,605,575,575,0,605,15,31 (14h),15,0,"2017,10,02"
-,524,494,494,0,524,15,28 (22h),15,0,"2017,10,01"
,,,,,,,,,,"2017,09,31"
-,557,526,526,0,557,15,29 (22h),15,0,"2017,09,30"
-,617,585,585,0,617,16,32 (13h),16,0,"2017,09,29"
-,623,592,592,0,623,15,32 (14h),15,0,"2017,09,28"
-,611,578,578,0,611,16,31 (21h),16,0,"2017,09,27"
-,620,588,588,0,620,16,32 (14h),16,0,"2017,09,26"
-,618,589,589,0,618,15,32 (14h),15,0,"2017,09,25"
-,546,514,514,0,546,16,29 (22h),16,0,"2017,09,24"
-,556,524,524,0,556,16,29 (22h),16,0,"2017,09,23"
-,612,579,579,0,612,16,32 (14h),16,0,"2017,09,22"
-,583,550,550,0,583,16,31 (22h),16,0,"2017,09,21"
-,610,589,589,0,610,10,31 (14h),10,0,"2017,09,20"
-,558,534,534,0,558,12,31 (22h),12,0,"2017,09,19"
-,428,394,394,0,428,17,24 (22h),17,0,"2017,09,18"
-,445,424,424,0,445,11,23 (01h),11,0,"2017,09,17"
-,558,524,524,0,558,17,28 (22h),17,0,"2017,09,16"
-,647,616,616,0,647,16,33 (14h),16,0,"2017,09,15"
-,664,631,631,0,664,16,34 (14h),16,0,"2017,09,14"
-,660,626,626,0,660,17,34 (14h),17,0,"2017,09,13"
-,621,588,588,0,621,16,32 (14h),16,0,"2017,09,12"
-,607,588,588,0,607,9,31 (14h),9,0,"2017,09,11"
-,546,513,513,0,546,16,29 (22h),16,0,"2017,09,10"
-,611,580,580,0,611,15,30 (22h),15,0,"2017,09,09"
-,617,584,584,0,617,16,31 (22h),16,0,"2017,09,08"
-,673,642,642,0,673,16,35 (14h),16,0,"2017,09,07"
-,669,639,639,0,669,15,35 (14h),15,0,"2017,09,06"
-,657,628,628,0,657,14,34 (14h),14,0,"2017,09,05"
-,645,617,617,0,645,14,34 (14h),14,0,"2017,09,04"
-,559,529,529,0,559,15,29 (22h),15,0,"2017,09,03"
-,573,542,542,0,573,15,30 (22h),15,0,"2017,09,02"
-,543,514,514,0,543,14,28 (22h),14,0,"2017,09,01"
-,599,570,570,0,599,14,30 (22h),14,0,"2017,08,31"
-,596,566,566,0,596,15,30 (14h),15,0,"2017,08,30"
-,629,611,611,0,629,9,31 (14h),9,0,"2017,08,29"
-,675,675,675,0,675,0,33 (14h),0,0,"2017,08,28"
-,624,608,608,0,624,8,32 (22h),8,0,"2017,08,27"
-,650,624,624,0,650,13,33 (22h),13,0,"2017,08,26"
-,706,678,678,0,706,14,36 (14h),14,0,"2017,08,25"
-,688,662,662,0,688,13,35 (14h),13,0,"2017,08,24"
-,669,642,642,0,669,13,34 (14h),13,0,"2017,08,23"
-,689,662,662,0,689,14,35 (14h),14,0,"2017,08,22"
-,690,663,663,0,690,14,35 (14h),14,0,"2017,08,21"
-,618,589,589,0,618,14,31 (22h),14,0,"2017,08,20"
-,651,624,624,0,651,14,32 (22h),14,0,"2017,08,19"
-,704,675,675,0,704,15,36 (14h),15,0,"2017,08,18"
-,709,681,681,0,709,14,36 (14h),14,0,"2017,08,17"
-,696,667,667,0,696,14,36 (14h),14,0,"2017,08,16"
-,596,566,566,0,596,15,30 (23h),15,0,"2017,08,15"
-,650,621,621,0,650,15,33 (14h),15,0,"2017,08,14"
-,568,538,538,0,568,15,29 (23h),15,0,"2017,08,13"
-,611,578,578,0,611,16,30 (22h),16,0,"2017,08,12"
-,667,634,634,0,667,16,34 (14h),16,0,"2017,08,11"
-,684,651,651,0,684,16,34 (14h),16,0,"2017,08,10"
-,718,689,689,0,718,15,36 (14h),15,0,"2017,08,09"
-,765,736,736,0,765,14,39 (14h),14,0,"2017,08,08"
-,763,731,731,0,763,16,39 (14h),16,0,"2017,08,07"
-,658,646,646,0,658,6,34 (23h),6,0,"2017,08,06"
-,673,673,673,0,673,0,33 (23h),0,0,"2017,08,05"
-,726,726,726,0,726,0,37 (14h),0,0,"2017,08,04"
-,717,716,716,0,717,0,36 (14h),0,0,"2017,08,03"
-,695,695,695,0,695,0,35 (14h),0,0,"2017,08,02"
-,700,700,700,0,700,0,36 (14h),0,0,"2017,08,01"
-,720,720,720,0,720,0,37 (14h),0,0,"2017,07,31"
-,618,618,618,0,618,0,32 (23h),0,0,"2017,07,30"
-,647,629,629,0,647,9,32 (23h),9,0,"2017,07,29"
-,695,667,667,0,695,14,36 (14h),14,0,"2017,07,28"
-,705,675,675,0,705,15,36 (14h),15,0,"2017,07,27"
-,682,652,652,0,682,14,35 (14h),14,0,"2017,07,26"
-,684,655,655,0,684,14,35 (14h),14,0,"2017,07,25"
-,675,648,648,0,675,13,35 (14h),13,0,"2017,07,24"
-,569,539,539,0,569,15,29 (23h),15,0,"2017,07,23"
-,587,558,558,0,587,14,29 (23h),14,0,"2017,07,22"
-,631,601,601,0,631,15,32 (14h),15,0,"2017,07,21"
-,667,640,640,0,667,13,34 (14h),13,0,"2017,07,20"
-,676,646,646,0,676,15,35 (14h),15,0,"2017,07,19"
-,674,645,645,0,674,15,35 (14h),15,0,"2017,07,18"
-,681,653,653,0,681,14,35 (14h),14,0,"2017,07,17"
-,584,553,553,0,584,15,30 (23h),15,0,"2017,07,16"
-,619,589,589,0,619,15,31 (23h),15,0,"2017,07,15"
-,664,632,632,0,664,16,34 (14h),16,0,"2017,07,14"
-,677,645,645,0,677,16,34 (14h),16,0,"2017,07,13"
-,677,645,645,0,677,16,34 (14h),16,0,"2017,07,12"
-,664,633,633,0,664,15,34 (14h),15,0,"2017,07,11"
-,646,615,615,0,646,16,33 (14h),16,0,"2017,07,10"
-,544,514,514,0,544,15,29 (23h),15,0,"2017,07,09"
-,564,534,534,0,564,15,28 (23h),15,0,"2017,07,08"
-,602,569,569,0,602,16,31 (14h),16,0,"2017,07,07"
-,637,606,606,0,637,16,33 (14h),16,0,"2017,07,06"
-,627,596,596,0,627,16,32 (14h),16,0,"2017,07,05"
-,598,567,567,0,598,15,30 (14h),15,0,"2017,07,04"
-,608,578,578,0,608,15,31 (14h),15,0,"2017,07,03"
-,526,497,497,0,526,14,27 (23h),14,0,"2017,07,02"
-,539,506,506,0,539,16,27 (23h),16,0,"2017,07,01"
,,,,,,,,,,"2017,06,31"
-,577,546,546,0,577,16,29 (14h),16,0,"2017,06,30"
-,611,593,593,0,611,9,31 (14h),9,0,"2017,06,29"
-,632,603,603,0,632,14,32 (14h),14,0,"2017,06,28"
-,651,623,623,0,651,14,33 (14h),14,0,"2017,06,27"
-,656,626,626,0,656,15,32 (14h),15,0,"2017,06,26"
-,599,570,570,0,599,14,31 (23h),14,0,"2017,06,25"
-,620,590,590,0,620,15,31 (23h),15,0,"2017,06,24"
-,658,627,627,0,658,15,34 (14h),15,0,"2017,06,23"
-,658,628,628,0,658,15,33 (14h),15,0,"2017,06,22"
-,640,612,612,0,640,14,32 (14h),14,0,"2017,06,21"
-,651,623,623,0,651,14,33 (14h),14,0,"2017,06,20"
-,651,622,622,0,651,14,33 (14h),14,0,"2017,06,19"
-,555,530,530,0,555,13,30 (23h),13,0,"2017,06,18"
-,586,560,560,0,586,13,28 (14h),13,0,"2017,06,17"
-,640,612,612,0,640,14,32 (13h),14,0,"2017,06,16"
-,642,613,613,0,642,14,32 (14h),14,0,"2017,06,15"
-,621,592,592,0,621,14,31 (14h),14,0,"2017,06,14"
-,607,575,575,0,607,16,30 (14h),16,0,"2017,06,13"
-,592,563,563,0,592,14,29 (22h),14,0,"2017,06,12"
-,520,490,490,0,520,15,27 (23h),15,0,"2017,06,11"
-,547,516,516,0,547,15,27 (22h),15,0,"2017,06,10"
-,591,560,560,0,591,15,30 (14h),15,0,"2017,06,09"
-,591,563,563,0,591,14,29 (22h),14,0,"2017,06,08"
-,594,564,564,0,594,15,30 (14h),15,0,"2017,06,07"
-,583,554,554,0,583,14,29 (14h),14,0,"2017,06,06"
-,573,543,543,0,573,15,28 (14h),15,0,"2017,06,05"
-,504,471,471,0,504,16,27 (23h),16,0,"2017,06,04"
-,532,499,499,0,532,16,27 (22h),16,0,"2017,06,03"
-,565,532,532,0,565,16,28 (14h),16,0,"2017,06,02"
-,564,531,531,0,564,16,28 (22h),16,0,"2017,06,01"
-,566,532,532,0,566,17,28 (22h),17,0,"2017,05,31"
-,566,532,532,0,566,17,28 (22h),17,0,"2017,05,30"
-,558,526,526,0,558,16,28 (22h),16,0,"2017,05,29"
-,498,467,467,0,498,15,27 (22h),15,0,"2017,05,28"
-,526,495,495,0,526,15,27 (22h),15,0,"2017,05,27"
-,561,530,530,0,561,15,28 (14h),15,0,"2017,05,26"
-,545,513,513,0,545,16,28 (23h),16,0,"2017,05,25"
-,545,514,514,0,545,15,28 (22h),15,0,"2017,05,24"
-,550,521,521,0,550,15,28 (22h),15,0,"2017,05,23"
-,523,491,491,0,523,16,27 (23h),16,0,"2017,05,22"
-,480,452,452,0,480,14,25 (23h),14,0,"2017,05,21"
-,511,482,482,0,511,14,26 (23h),14,0,"2017,05,20"
-,547,517,517,0,547,15,28 (14h),15,0,"2017,05,19"
-,552,520,520,0,552,16,27 (22h),16,0,"2017,05,18"
-,553,523,523,0,553,15,28 (14h),15,0,"2017,05,17"
-,542,511,511,0,542,15,28 (14h),15,0,"2017,05,16"
-,545,516,516,0,545,15,28 (22h),15,0,"2017,05,15"
-,486,459,459,0,486,13,27 (23h),13,0,"2017,05,14"
-,510,481,481,0,510,14,26 (23h),14,0,"2017,05,13"
-,548,518,518,0,548,15,27 (14h),15,0,"2017,05,12"
-,546,516,516,0,546,15,28 (22h),15,0,"2017,05,11"
-,545,516,516,0,545,14,28 (22h),14,0,"2017,05,10"
-,524,496,496,0,524,14,27 (22h),14,0,"2017,05,09"
-,536,513,513,0,536,11,27 (22h),11,0,"2017,05,08"
-,476,449,449,0,476,13,26 (23h),13,0,"2017,05,07"
-,501,472,472,0,501,14,26 (22h),14,0,"2017,05,06"
-,539,511,511,0,539,14,27 (14h),14,0,"2017,05,05"
-,538,510,510,0,538,14,28 (22h),14,0,"2017,05,04"
-,534,507,507,0,534,14,28 (22h),14,0,"2017,05,03"
-,528,502,502,0,528,13,28 (22h),13,0,"2017,05,02"
-,474,452,452,0,474,11,26 (22h),11,0,"2017,05,01"
,,,,,,,,,,"2017,04,31"
-,463,437,437,0,463,13,25 (23h),13,0,"2017,04,30"
-,477,450,450,0,477,13,26 (22h),13,0,"2017,04,29"
-,521,490,490,0,521,16,26 (22h),16,0,"2017,04,28"
-,535,504,504,0,535,15,28 (22h),15,0,"2017,04,27"
-,537,506,506,0,537,15,28 (22h),15,0,"2017,04,26"
-,540,507,507,0,540,16,29 (22h),16,0,"2017,04,25"
-,526,494,494,0,526,16,29 (22h),16,0,"2017,04,24"
-,464,432,432,0,464,16,27 (22h),16,0,"2017,04,23"
-,465,433,433,0,465,16,24 (22h),16,0,"2017,04,22"
-,502,470,470,0,502,16,26 (14h),16,0,"2017,04,21"
-,508,477,477,0,508,16,26 (22h),16,0,"2017,04,20"
-,540,508,508,0,540,16,28 (22h),16,0,"2017,04,19"
-,544,527,527,0,544,9,29 (22h),9,0,"2017,04,18"
-,534,534,534,0,534,0,29 (22h),0,0,"2017,04,17"
-,475,461,461,0,475,7,27 (22h),7,0,"2017,04,16"
-,483,453,453,0,483,15,26 (22h),15,0,"2017,04,15"
-,462,431,431,0,462,15,24 (22h),15,0,"2017,04,14"
-,462,432,432,0,462,15,24 (22h),15,0,"2017,04,13"
-,507,476,476,0,507,15,26 (22h),15,0,"2017,04,12"
-,508,476,476,0,508,16,26 (22h),16,0,"2017,04,11"
-,511,481,481,0,511,15,27 (22h),15,0,"2017,04,10"
-,463,433,433,0,463,15,25 (22h),15,0,"2017,04,09"
-,494,464,464,0,494,15,26 (22h),15,0,"2017,04,08"
-,519,489,489,0,519,15,27 (22h),15,0,"2017,04,07"
-,526,498,498,0,526,14,28 (22h),14,0,"2017,04,06"
-,520,490,490,0,520,15,28 (22h),15,0,"2017,04,05"
-,523,494,494,0,523,15,28 (22h),15,0,"2017,04,04"
-,515,486,486,0,515,15,28 (22h),15,0,"2017,04,03"
-,465,435,435,0,465,15,26 (22h),15,0,"2017,04,02"
-,493,465,465,0,493,14,27 (22h),14,0,"2017,04,01"
-,535,506,506,0,535,14,28 (22h),14,0,"2017,03,31"
-,543,514,514,0,543,14,29 (22h),14,0,"2017,03,30"
-,542,513,513,0,542,15,29 (22h),15,0,"2017,03,29"
-,541,513,513,0,541,14,29 (22h),14,0,"2017,03,28"
-,548,521,521,0,548,13,29 (22h),13,0,"2017,03,27"
-,468,441,441,0,468,13,28 (22h),13,0,"2017,03,26"
-,514,486,486,0,514,14,27 (22h),14,0,"2017,03,25"
-,550,521,521,0,550,15,29 (21h),15,0,"2017,03,24"
-,562,533,533,0,562,15,30 (21h),15,0,"2017,03,23"
-,551,523,523,0,551,14,30 (21h),14,0,"2017,03,22"
-,549,521,521,0,549,14,30 (21h),14,0,"2017,03,21"
-,535,511,511,0,535,12,29 (22h),12,0,"2017,03,20"
-,462,437,437,0,462,12,26 (22h),12,0,"2017,03,19"
-,486,459,459,0,486,13,26 (22h),13,0,"2017,03,18"
-,519,493,493,0,519,13,27 (21h),13,0,"2017,03,17"
-,523,493,493,0,523,15,29 (22h),15,0,"2017,03,16"
-,520,491,491,0,520,15,28 (21h),15,0,"2017,03,15"
-,548,521,521,0,548,14,30 (21h),14,0,"2017,03,14"
-,546,516,516,0,546,15,29 (21h),15,0,"2017,03,13"
-,493,466,466,0,493,14,27 (22h),14,0,"2017,03,12"
-,506,478,478,0,506,14,27 (22h),14,0,"2017,03,11"
-,540,509,509,0,540,15,28 (21h),15,0,"2017,03,10"
-,549,517,517,0,549,16,30 (21h),16,0,"2017,03,09"
-,547,518,518,0,547,15,30 (21h),15,0,"2017,03,08"
-,551,524,524,0,551,13,30 (21h),13,0,"2017,03,07"
-,549,523,523,0,549,13,29 (21h),13,0,"2017,03,06"
-,494,467,467,0,494,14,28 (22h),14,0,"2017,03,05"
-,517,488,488,0,517,15,27 (22h),15,0,"2017,03,04"
-,559,528,528,0,559,15,29 (21h),15,0,"2017,03,03"
-,566,535,535,0,566,15,30 (21h),15,0,"2017,03,02"
-,563,531,531,0,563,16,30 (22h),16,0,"2017,03,01"
,,,,,,,,,,"2017,02,31"
,,,,,,,,,,"2017,02,30"
,,,,,,,,,,"2017,02,29"
-,551,521,521,0,551,15,30 (22h),15,0,"2017,02,28"
-,566,538,538,0,566,14,30 (21h),14,0,"2017,02,27"
-,506,479,479,0,506,14,28 (22h),14,0,"2017,02,26"
-,515,487,487,0,515,14,27 (22h),14,0,"2017,02,25"
-,546,519,519,0,546,14,28 (22h),14,0,"2017,02,24"
-,551,525,525,0,551,13,30 (22h),13,0,"2017,02,23"
-,560,531,531,0,560,14,31 (21h),14,0,"2017,02,22"
-,545,515,515,0,545,15,30 (21h),15,0,"2017,02,21"
-,565,537,537,0,565,14,29 (21h),14,0,"2017,02,20"
-,534,504,504,0,534,15,30 (22h),15,0,"2017,02,19"
-,533,515,515,0,533,9,29 (22h),9,0,"2017,02,18"
-,565,534,534,0,565,16,29 (21h),16,0,"2017,02,17"
-,580,550,550,0,580,15,31 (21h),15,0,"2017,02,16"
-,581,548,548,0,581,17,31 (21h),17,0,"2017,02,15"
-,571,539,539,0,571,16,31 (21h),16,0,"2017,02,14"
-,565,534,534,0,565,15,30 (21h),15,0,"2017,02,13"
-,516,483,483,0,516,16,29 (22h),16,0,"2017,02,12"
-,539,506,506,0,539,16,29 (22h),16,0,"2017,02,11"
-,570,536,536,0,570,17,30 (21h),17,0,"2017,02,10"
-,563,524,528,4,563,17,31 (22h),17,0,"2017,02,09"
-,575,540,540,0,575,18,31 (22h),18,0,"2017,02,08"
-,576,542,542,0,576,17,31 (21h),17,0,"2017,02,07"
-,578,547,547,0,578,15,31 (22h),15,0,"2017,02,06"
-,522,491,491,0,522,15,30 (22h),15,0,"2017,02,05"
-,540,507,507,0,540,16,29 (22h),16,0,"2017,02,04"
-,586,553,553,0,586,16,30 (22h),16,0,"2017,02,03"
-,597,563,563,0,597,17,33 (22h),17,0,"2017,02,02"
-,604,571,571,0,604,16,33 (22h),16,0,"2017,02,01"
-,616,582,582,0,616,17,34 (22h),17,0,"2017,01,31"
-,610,579,579,0,610,15,33 (22h),15,0,"2017,01,30"
-,543,514,514,0,543,15,31 (22h),15,0,"2017,01,29"
-,579,549,549,0,579,15,31 (22h),15,0,"2017,01,28"
-,631,599,599,0,631,16,33 (20h),16,0,"2017,01,27"
-,617,584,584,0,617,16,34 (22h),16,0,"2017,01,26"
-,624,593,593,0,624,16,34 (22h),16,0,"2017,01,25"
-,644,626,626,0,644,9,36 (22h),9,0,"2017,01,24"
-,644,613,613,0,644,15,35 (22h),15,0,"2017,01,23"
-,598,573,573,0,598,12,33 (22h),12,0,"2017,01,22"
-,650,649,649,0,650,1,35 (22h),1,0,"2017,01,21"
-,707,682,682,0,707,13,37 (22h),13,0,"2017,01,20"
-,702,675,675,0,702,14,38 (22h),14,0,"2017,01,19"
-,674,645,645,0,674,15,38 (22h),15,0,"2017,01,18"
-,615,587,587,0,615,14,34 (22h),14,0,"2017,01,17"
-,620,591,591,0,620,15,35 (22h),15,0,"2017,01,16"
-,546,513,513,0,546,16,32 (22h),16,0,"2017,01,15"
-,571,536,536,0,571,17,31 (22h),17,0,"2017,01,14"
-,599,565,565,0,599,17,31 (22h),17,0,"2017,01,13"
-,604,569,569,0,604,17,33 (22h),17,0,"2017,01,12"
-,607,573,573,0,607,17,33 (22h),17,0,"2017,01,11"
-,616,583,583,0,616,16,34 (22h),16,0,"2017,01,10"
-,593,562,562,0,593,15,33 (22h),15,0,"2017,01,09"
-,532,503,503,0,532,14,31 (22h),14,0,"2017,01,08"
-,537,507,507,0,537,15,29 (22h),15,0,"2017,01,07"
-,524,492,492,0,524,16,28 (22h),16,0,"2017,01,06"
-,563,530,530,0,563,17,28 (22h),17,0,"2017,01,05"
-,583,553,553,0,583,15,30 (22h),15,0,"2017,01,04"
-,581,553,553,0,581,14,31 (22h),14,0,"2017,01,03"
-,528,498,498,0,528,15,30 (22h),15,0,"2017,01,02"
-,511,482,482,0,511,14,28 (22h),14,0,"2017,01,01"
-,562,534,534,0,562,14,31 (21h),14,0,"2016,12,31"
-,578,546,546,0,578,16,30 (21h),16,0,"2016,12,30"
-,576,544,544,0,576,16,30 (22h),16,0,"2016,12,29"
-,584,553,553,0,584,15,30 (22h),15,0,"2016,12,28"
-,580,549,549,0,580,16,31 (22h),16,0,"2016,12,27"
-,534,504,504,0,534,15,29 (22h),15,0,"2016,12,26"
-,497,467,467,0,497,15,27 (23h),15,0,"2016,12,25"
-,568,538,538,0,568,15,31 (21h),15,0,"2016,12,24"
-,580,546,546,0,580,17,31 (22h),17,0,"2016,12,23"
-,595,562,562,0,595,16,31 (22h),16,0,"2016,12,22"
-,594,564,564,0,594,15,32 (22h),15,0,"2016,12,21"
-,599,564,567,3,599,16,32 (22h),16,0,"2016,12,20"
-,598,566,566,0,598,16,33 (22h),16,0,"2016,12,19"
-,527,494,494,0,527,16,30 (22h),16,0,"2016,12,18"
-,554,519,519,0,554,17,30 (22h),17,0,"2016,12,17"
-,579,547,547,0,579,16,30 (22h),16,0,"2016,12,16"
-,583,549,549,0,583,17,31 (22h),17,0,"2016,12,15"
-,555,520,520,0,555,17,30 (22h),17,0,"2016,12,14"
-,554,520,520,0,554,17,30 (21h),17,0,"2016,12,13"
-,538,505,505,0,538,16,29 (22h),16,0,"2016,12,12"
-,485,452,452,0,485,17,27 (21h),17,0,"2016,12,11"
-,494,474,474,0,494,10,27 (22h),10,0,"2016,12,10"
-,528,492,492,0,528,18,27 (20h),18,0,"2016,12,09"
-,521,486,486,0,521,17,27 (22h),17,0,"2016,12,08"
-,564,540,540,0,564,12,30 (21h),12,0,"2016,12,07"
-,514,478,478,0,514,18,28 (22h),18,0,"2016,12,06"
-,555,516,516,0,555,19,29 (19h),19,0,"2016,12,05"
-,518,480,480,0,518,19,27 (22h),19,0,"2016,12,04"
-,526,487,487,0,526,20,27 (22h),20,0,"2016,12,03"
-,567,528,528,0,567,19,29 (21h),19,0,"2016,12,02"
-,561,525,525,0,561,18,30 (22h),18,0,"2016,12,01"
,,,,,,,,,,"2016,11,31"
-,584,578,578,0,584,3,31 (20h),3,0,"2016,11,30"
-,578,578,578,0,578,0,31 (22h),0,0,"2016,11,29"
-,572,572,572,0,572,0,30 (21h),0,0,"2016,11,28"
-,515,515,515,0,515,0,28 (22h),0,0,"2016,11,27"
-,533,533,533,0,533,0,28 (22h),0,0,"2016,11,26"
-,560,560,560,0,560,0,29 (21h),0,0,"2016,11,25"
-,568,568,568,0,568,0,30 (21h),0,0,"2016,11,24"
-,569,569,569,0,569,0,30 (21h),0,0,"2016,11,23"
-,572,572,572,0,572,0,31 (21h),0,0,"2016,11,22"
-,561,561,561,0,561,0,30 (21h),0,0,"2016,11,21"
-,505,504,504,0,505,0,28 (22h),0,0,"2016,11,20"
-,514,514,514,0,514,0,28 (21h),0,0,"2016,11,19"
-,564,564,564,0,564,0,29 (21h),0,0,"2016,11,18"
-,569,568,568,0,569,0,30 (21h),0,0,"2016,11,17"
-,533,533,533,0,533,0,29 (22h),0,0,"2016,11,16"
-,551,551,551,0,551,0,30 (21h),0,0,"2016,11,15"
-,559,559,559,0,559,0,30 (21h),0,0,"2016,11,14"
-,504,504,504,0,504,0,28 (22h),0,0,"2016,11,13"
-,520,520,520,0,520,0,27 (21h),0,0,"2016,11,12"
-,550,549,549,0,550,0,28 (20h),0,0,"2016,11,11"
-,541,541,541,0,541,0,28 (21h),0,0,"2016,11,10"
-,561,561,561,0,561,0,30 (21h),0,0,"2016,11,09"
-,557,557,557,0,557,0,30 (21h),0,0,"2016,11,08"
-,556,555,555,0,556,0,29 (21h),0,0,"2016,11,07"
-,507,482,482,0,507,12,27 (21h),12,0,"2016,11,06"
-,533,493,493,0,533,20,28 (21h),20,0,"2016,11,05"
-,562,522,522,0,562,20,29 (20h),20,0,"2016,11,04"
-,577,539,539,0,577,19,30 (20h),19,0,"2016,11,03"
-,574,536,536,0,574,19,30 (21h),19,0,"2016,11,02"
-,508,470,470,0,508,19,27 (21h),19,0,"2016,11,01"
-,553,517,517,0,553,18,29 (20h),18,0,"2016,10,31"
-,520,484,484,0,520,18,26 (21h),18,0,"2016,10,30"
-,532,496,496,0,532,18,28 (22h),18,0,"2016,10,29"
-,585,551,551,0,585,17,30 (21h),17,0,"2016,10,28"
-,597,562,562,0,597,17,31 (21h),17,0,"2016,10,27"
-,588,555,555,0,588,17,31 (21h),17,0,"2016,10,26"
-,581,548,548,0,581,17,30 (21h),17,0,"2016,10,25"
-,576,540,540,0,576,18,30 (21h),18,0,"2016,10,24"
-,515,481,481,0,515,17,28 (22h),17,0,"2016,10,23"
-,545,510,510,0,545,17,28 (21h),17,0,"2016,10,22"
-,588,552,552,0,588,18,30 (21h),18,0,"2016,10,21"
-,595,560,560,0,595,18,31 (21h),18,0,"2016,10,20"
-,586,551,551,0,586,18,31 (21h),18,0,"2016,10,19"
-,560,523,523,0,560,18,29 (21h),18,0,"2016,10,18"
-,576,542,542,0,576,17,30 (21h),17,0,"2016,10,17"
-,512,476,476,0,512,18,28 (22h),18,0,"2016,10,16"
-,533,514,514,0,533,10,28 (22h),10,0,"2016,10,15"
-,567,567,567,0,567,0,29 (21h),0,0,"2016,10,14"
-,569,555,555,0,569,7,30 (21h),7,0,"2016,10,13"
-,515,480,480,0,515,18,28 (22h),18,0,"2016,10,12"
-,582,546,546,0,582,18,30 (21h),18,0,"2016,10,11"
-,590,556,556,0,590,17,31 (21h),17,0,"2016,10,10"
-,526,492,492,0,526,17,28 (22h),17,0,"2016,10,09"
-,570,536,536,0,570,17,29 (22h),17,0,"2016,10,08"
-,606,572,572,0,606,17,32 (14h),17,0,"2016,10,07"
-,627,592,592,0,627,17,32 (21h),17,0,"2016,10,06"
-,624,588,588,0,624,18,32 (21h),18,0,"2016,10,05"
-,622,587,587,0,622,17,32 (21h),17,0,"2016,10,04"
-,574,539,539,0,574,18,32 (21h),18,0,"2016,10,03"
-,528,492,492,0,528,18,28 (22h),18,0,"2016,10,02"
-,557,522,522,0,557,18,29 (22h),18,0,"2016,10,01"
,,,,,,,,,,"2016,09,31"
-,601,567,567,0,601,17,31 (14h),17,0,"2016,09,30"
-,608,573,573,0,608,17,31 (21h),17,0,"2016,09,29"
-,619,583,583,0,619,18,31 (14h),18,0,"2016,09,28"
-,613,578,578,0,613,17,31 (14h),17,0,"2016,09,27"
-,623,587,587,0,623,18,32 (14h),18,0,"2016,09,26"
-,537,502,502,0,537,17,29 (22h),17,0,"2016,09,25"
-,564,544,544,0,564,10,29 (22h),10,0,"2016,09,24"
-,598,598,598,0,598,0,30 (14h),0,0,"2016,09,23"
-,610,610,610,0,610,0,31 (22h),0,0,"2016,09,22"
-,616,593,594,1,616,11,32 (22h),11,0,"2016,09,21"
-,623,590,590,0,623,16,31 (14h),16,0,"2016,09,20"
-,630,596,596,0,630,17,32 (14h),17,0,"2016,09,19"
-,530,500,500,0,530,15,29 (22h),15,0,"2016,09,18"
-,527,495,495,0,527,16,28 (22h),16,0,"2016,09,17"
-,581,550,550,0,581,16,29 (14h),16,0,"2016,09,16"
-,580,549,549,0,580,15,29 (22h),15,0,"2016,09,15"
-,598,567,567,0,598,16,30 (14h),16,0,"2016,09,14"
-,637,608,608,0,637,15,31 (14h),15,0,"2016,09,13"
-,594,566,566,0,594,14,31 (22h),14,0,"2016,09,12"
-,591,563,563,0,591,14,30 (22h),14,0,"2016,09,11"
-,628,600,600,0,628,14,32 (22h),14,0,"2016,09,10"
-,697,669,669,0,697,14,35 (14h),14,0,"2016,09,09"
-,640,613,613,0,640,13,33 (22h),13,0,"2016,09,08"
-,736,708,708,0,736,14,38 (14h),14,0,"2016,09,07"
