Daily_demand,Demand,Diesel_engines,Fuel_oil_gas,Gas_turbine,Generation,Non_renewable_waste,Peak_Load,Renewable_waste,Solar_PV,date
-,728,707,707,0,728,11,36 (14h),11,0,"2015,07,16"
-,728,707,707,0,728,11,36 (14h),11,0,"2015,07,15"
-,722,699,699,0,722,11,36 (14h),11,0,"2015,07,14"
-,721,699,699,0,721,11,36 (14h),11,0,"2015,07,13"
-,605,583,583,0,605,11,32 (23h),11,0,"2015,07,12"
-,640,627,627,0,640,6,32 (23h),6,0,"2015,07,11"
-,710,710,710,0,710,0,36 (14h),0,0,"2015,07,10"
-,718,705,705,0,718,6,36 (14h),6,0,"2015,07,09"
-,721,698,698,0,721,11,37 (14h),11,0,"2015,07,08"
-,699,676,676,0,699,12,35 (14h),12,0,"2015,07,07"
-,687,664,664,0,687,11,35 (14h),11,0,"2015,07,06"
-,587,563,563,0,587,12,30 (23h),12,0,"2015,07,05"
-,619,594,594,0,619,12,30 (23h),12,0,"2015,07,04"
-,661,637,637,0,661,12,33 (14h),12,0,"2015,07,03"
-,657,627,635,8,657,10,33 (14h),10,0,"2015,07,02"
-,672,527,649,122,672,11,34 (14h),11,0,"2015,07,01"
,,,,,,,,,,"2015,06,31"
-,660,634,634,0,660,13,34 (14h),13,0,"2015,06,30"
-,654,629,629,0,654,12,33 (14h),12,0,"2015,06,29"
-,541,515,515,0,541,13,30 (23h),13,0,"2015,06,28"
-,569,542,542,0,569,13,29 (23h),13,0,"2015,06,27"
-,615,588,588,0,615,13,31 (14h),13,0,"2015,06,26"
-,620,595,595,0,620,12,31 (14h),12,0,"2015,06,25"
-,613,590,590,0,613,11,31 (14h),11,0,"2015,06,24"
-,607,586,586,0,607,10,31 (14h),10,0,"2015,06,23"
-,606,584,584,0,606,11,31 (14h),11,0,"2015,06,22"
-,516,489,489,0,516,13,28 (23h),13,0,"2015,06,21"
-,543,515,515,0,543,13,28 (23h),13,0,"2015,06,20"
-,579,551,551,0,579,13,29 (14h),13,0,"2015,06,19"
-,581,553,553,0,581,14,29 (14h),14,0,"2015,06,18"
-,572,545,545,0,572,13,29 (14h),13,0,"2015,06,17"
-,559,533,533,0,559,13,29 (14h),13,0,"2015,06,16"
-,563,542,542,0,563,10,29 (14h),10,0,"2015,06,15"
-,489,470,470,0,489,10,27 (23h),10,0,"2015,06,14"
-,518,497,497,0,518,10,26 (23h),10,0,"2015,06,13"
-,570,548,548,0,570,11,30 (14h),11,0,"2015,06,12"
-,584,560,560,0,584,12,30 (14h),12,0,"2015,06,10"
-,587,563,563,0,587,12,30 (14h),12,0,"2015,06,09"
-,529,503,503,0,529,13,27 (23h),13,0,"2015,06,06"
-,568,542,544,2,568,12,29 (14h),12,0,"2015,06,05"
-,573,550,550,0,573,11,29 (14h),11,0,"2015,06,04"
-,574,551,551,0,574,12,29 (14h),12,0,"2015,06,03"
-,571,546,546,0,571,12,29 (14h),12,0,"2015,06,02"
-,585,561,561,0,585,12,30 (14h),12,0,"2015,06,11"
-,576,551,551,0,576,12,29 (14h),12,0,"2015,06,08"
-,500,474,474,0,500,13,28 (23h),13,0,"2015,06,07"
-,571,548,548,0,571,11,29 (14h),11,0,"2015,06,01"
-,500,474,474,0,500,13,27 (23h),13,0,"2015,05,31"
-,525,498,498,0,525,14,27 (23h),14,0,"2015,05,30"
-,549,525,525,0,549,12,28 (14h),12,0,"2015,05,29"
-,559,538,538,0,559,11,29 (22h),11,0,"2015,05,28"
-,555,530,530,0,555,12,28 (23h),12,0,"2015,05,27"
-,536,512,512,0,536,12,28 (23h),12,0,"2015,05,26"
-,551,525,525,0,551,13,28 (14h),13,0,"2015,05,25"
-,488,458,458,0,488,15,26 (23h),15,0,"2015,05,24"
-,516,486,486,0,516,15,27 (23h),15,0,"2015,05,23"
-,551,520,520,0,551,15,28 (14h),15,0,"2015,05,22"
-,559,531,531,0,559,14,28 (23h),14,0,"2015,05,21"
-,567,539,539,0,567,14,29 (14h),14,0,"2015,05,20"
-,563,536,536,0,563,13,29 (22h),13,0,"2015,05,19"
-,559,531,531,0,559,14,29 (22h),14,0,"2015,05,18"
-,493,465,465,0,493,14,27 (23h),14,0,"2015,05,17"
-,524,496,496,0,524,14,27 (23h),14,0,"2015,05,16"
-,566,539,539,0,566,14,28 (13h),14,0,"2015,05,15"
-,570,539,539,0,570,15,29 (22h),15,0,"2015,05,14"
-,569,540,540,0,569,14,29 (22h),14,0,"2015,05,13"
-,566,536,536,0,566,15,29 (22h),15,0,"2015,05,12"
-,562,531,531,0,562,15,29 (22h),15,0,"2015,05,11"
-,494,464,464,0,494,15,27 (23h),15,0,"2015,05,10"
-,523,510,510,0,523,7,27 (23h),7,0,"2015,05,09"
-,555,555,555,0,555,0,28 (14h),0,0,"2015,05,08"
-,559,542,542,0,559,8,29 (22h),8,0,"2015,05,07"
-,553,526,526,0,553,13,28 (22h),13,0,"2015,05,06"
-,556,529,529,0,556,14,29 (22h),14,0,"2015,05,05"
-,551,524,524,0,551,14,29 (22h),14,0,"2015,05,04"
-,474,448,448,0,474,13,27 (22h),13,0,"2015,05,03"
-,492,464,464,0,492,14,26 (22h),14,0,"2015,05,02"
-,478,450,450,0,478,14,26 (22h),14,0,"2015,05,01"
,,,,,,,,,,"2015,04,31"
-,530,502,502,0,530,13,27 (22h),13,0,"2015,04,30"
-,536,508,508,0,536,14,28 (22h),14,0,"2015,04,29"
-,535,506,506,0,535,14,29 (22h),14,0,"2015,04,28"
-,539,512,512,0,539,13,29 (22h),13,0,"2015,04,27"
-,480,451,451,0,480,15,27 (22h),15,0,"2015,04,26"
-,508,477,477,0,508,15,27 (22h),15,0,"2015,04,25"
-,540,511,511,0,540,15,28 (22h),15,0,"2015,04,24"
-,547,519,519,0,547,14,30 (22h),14,0,"2015,04,23"
-,551,522,522,0,551,14,29 (22h),14,0,"2015,04,22"
-,555,526,526,0,555,14,30 (22h),14,0,"2015,04,21"
-,540,511,511,0,540,14,29 (22h),14,0,"2015,04,20"
-,478,450,450,0,478,14,27 (22h),14,0,"2015,04,19"
-,512,511,511,0,512,0,28 (22h),0,0,"2015,04,18"
-,549,543,543,0,549,3,29 (22h),3,0,"2015,04,17"
-,549,520,520,0,549,15,30 (22h),15,0,"2015,04,16"
-,549,521,521,0,549,14,30 (22h),14,0,"2015,04,15"
-,547,523,523,0,547,12,30 (22h),12,0,"2015,04,14"
-,545,521,521,0,545,12,30 (22h),12,0,"2015,04,13"
-,490,465,465,0,490,13,28 (22h),13,0,"2015,04,12"
-,516,488,488,0,516,14,28 (22h),14,0,"2015,04,11"
-,553,525,525,0,553,14,29 (22h),14,0,"2015,04,10"
-,554,527,527,0,554,13,30 (22h),13,0,"2015,04,09"
-,534,511,511,0,534,12,30 (22h),12,0,"2015,04,08"
-,552,528,528,0,552,12,29 (22h),12,0,"2015,04,07"
-,543,516,516,0,543,13,30 (22h),13,0,"2015,04,06"
-,468,443,443,0,468,13,26 (22h),13,0,"2015,04,05"
-,487,462,462,0,487,12,27 (22h),12,0,"2015,04,04"
-,464,436,436,0,464,14,25 (22h),14,0,"2015,04,03"
-,474,445,445,0,474,15,25 (22h),15,0,"2015,04,02"
-,518,488,488,0,518,15,27 (22h),15,0,"2015,04,01"
-,504,477,477,0,504,14,27 (22h),14,0,"2015,03,31"
-,517,494,494,0,517,11,27 (22h),11,0,"2015,03,30"
-,443,420,420,0,443,11,26 (22h),11,0,"2015,03,29"
-,497,473,473,0,497,12,27 (22h),12,0,"2015,03,28"
-,542,517,517,0,542,12,29 (21h),12,0,"2015,03,27"
-,561,538,538,0,561,11,30 (21h),11,0,"2015,03,26"
-,568,544,544,0,568,12,31 (21h),12,0,"2015,03,25"
-,564,541,541,0,564,11,30 (22h),11,0,"2015,03,24"
-,542,521,521,0,542,10,29 (22h),10,0,"2015,03,23"
-,495,473,473,0,495,11,28 (21h),11,0,"2015,03,22"
-,517,494,494,0,517,11,28 (22h),11,0,"2015,03,21"
-,551,529,529,0,551,11,29 (21h),11,0,"2015,03,20"
-,510,487,487,0,510,11,29 (22h),11,0,"2015,03,19"
-,566,540,540,0,566,13,30 (21h),13,0,"2015,03,18"
-,556,528,528,0,556,14,31 (21h),14,0,"2015,03,17"
-,553,525,526,1,553,13,30 (21h),13,0,"2015,03,16"
-,501,474,474,0,501,14,29 (22h),14,0,"2015,03,15"
-,520,492,492,0,520,14,28 (22h),14,0,"2015,03,14"
-,554,526,526,0,554,14,29 (21h),14,0,"2015,03,13"
-,544,515,515,0,544,14,30 (22h),14,0,"2015,03,12"
-,560,532,532,0,560,14,31 (21h),14,0,"2015,03,11"
-,557,528,528,0,557,14,31 (21h),14,0,"2015,03,10"
-,563,533,533,0,563,15,31 (21h),15,0,"2015,03,09"
-,504,473,473,0,504,15,29 (22h),15,0,"2015,03,08"
-,526,497,497,0,526,14,29 (22h),14,0,"2015,03,07"
-,562,532,532,0,562,15,30 (21h),15,0,"2015,03,06"
-,565,537,537,0,565,14,31 (21h),14,0,"2015,03,05"
-,568,524,540,15,568,14,31 (21h),14,0,"2015,03,04"
-,567,507,540,32,567,13,31 (21h),13,0,"2015,03,03"
-,567,534,542,7,567,12,31 (21h),12,0,"2015,03,02"
-,513,488,488,0,513,12,30 (22h),12,0,"2015,03,01"
,,,,,,,,,,"2015,02,31"
,,,,,,,,,,"2015,02,30"
,,,,,,,,,,"2015,02,29"
-,543,517,517,0,543,13,29 (22h),13,0,"2015,02,28"
-,589,562,562,0,589,13,31 (21h),13,0,"2015,02,27"
-,598,573,573,0,598,12,33 (22h),12,0,"2015,02,26"
-,612,598,598,0,612,7,33 (21h),7,0,"2015,02,25"
-,605,580,580,0,605,12,33 (22h),12,0,"2015,02,24"
-,603,580,580,0,603,11,33 (21h),11,0,"2015,02,23"
-,544,523,523,0,544,11,31 (22h),11,0,"2015,02,22"
-,580,554,554,0,580,13,32 (22h),13,0,"2015,02,21"
-,609,585,585,0,609,12,33 (22h),12,0,"2015,02,20"
-,589,560,560,0,589,14,32 (22h),14,0,"2015,02,19"
-,637,606,606,0,637,16,34 (21h),16,0,"2015,02,18"
-,627,595,595,0,627,16,35 (22h),16,0,"2015,02,17"
-,605,572,572,0,605,16,33 (21h),16,0,"2015,02,16"
-,619,591,591,0,619,14,33 (22h),14,0,"2015,02,12"
-,603,575,575,0,603,14,34 (22h),14,0,"2015,02,11"
-,639,611,611,0,639,14,35 (22h),14,0,"2015,02,10"
-,599,567,567,0,599,16,31 (22h),16,0,"2015,02,13"
-,555,525,525,0,555,15,30 (22h),15,0,"2015,02,14"
-,539,508,508,0,539,16,31 (22h),16,0,"2015,02,15"
-,639,614,614,0,639,12,36 (22h),12,0,"2015,02,09"
-,585,557,557,0,585,14,34 (22h),14,0,"2015,02,08"
-,593,564,564,0,593,15,33 (22h),15,0,"2015,02,07"
-,669,637,637,0,669,16,36 (22h),16,0,"2015,02,06"
-,658,630,630,0,658,14,37 (22h),14,0,"2015,02,05"
-,660,632,632,0,660,14,36 (22h),14,0,"2015,02,04"
-,625,597,597,0,625,14,34 (21h),14,0,"2015,02,03"
-,606,577,577,0,606,15,34 (22h),15,0,"2015,02,02"
-,543,513,513,0,543,15,32 (22h),15,0,"2015,02,01"
-,559,532,532,0,559,14,30 (22h),14,0,"2015,01,31"
-,599,573,573,0,599,13,31 (22h),13,0,"2015,01,30"
-,606,576,576,0,606,15,34 (22h),15,0,"2015,01,29"
-,612,582,582,0,612,14,34 (21h),14,0,"2015,01,28"
-,616,589,589,0,616,14,34 (22h),14,0,"2015,01,27"
-,624,598,598,0,624,13,35 (22h),13,0,"2015,01,26"
-,558,533,533,0,558,12,34 (22h),12,0,"2015,01,25"
-,578,552,552,0,578,13,33 (22h),13,0,"2015,01,24"
-,635,608,608,0,635,13,33 (22h),13,0,"2015,01,23"
-,650,635,635,0,650,7,36 (22h),7,0,"2015,01,22"
-,668,642,642,0,668,13,37 (22h),13,0,"2015,01,21"
-,593,569,569,0,593,12,36 (22h),12,0,"2015,01,20"
-,668,639,639,0,668,15,37 (21h),15,0,"2015,01,19"
-,556,525,525,0,556,16,32 (22h),16,0,"2015,01,18"
-,576,544,544,0,576,16,31 (22h),16,0,"2015,01,17"
-,611,581,581,0,611,15,32 (20h),15,0,"2015,01,16"
-,594,563,563,0,594,15,32 (21h),15,0,"2015,01,15"
-,593,562,562,0,593,15,32 (21h),15,0,"2015,01,14"
-,597,567,567,0,597,15,32 (21h),15,0,"2015,01,13"
-,591,559,561,1,591,15,32 (21h),15,0,"2015,01,12"
-,545,429,515,86,545,15,31 (22h),15,0,"2015,01,11"
-,567,447,550,103,567,9,31 (22h),9,0,"2015,01,10"
-,620,499,620,120,620,0,32 (22h),0,0,"2015,01,09"
-,624,603,603,0,624,10,34 (22h),10,0,"2015,01,08"
-,611,584,584,0,611,14,34 (22h),14,0,"2015,01,07"
-,555,529,529,0,555,13,32 (22h),13,0,"2015,01,06"
-,590,562,562,0,590,14,30 (23h),14,0,"2015,01,05"
-,550,522,522,0,550,14,31 (22h),14,0,"2015,01,04"
-,564,535,535,0,564,14,31 (22h),14,0,"2015,01,03"
-,589,559,559,0,589,15,31 (22h),15,0,"2015,01,02"
-,542,508,512,4,542,15,31 (22h),15,0,"2015,01,01"
-,596,559,565,6,596,15,34 (21h),15,0,"2014,12,31"
-,591,560,560,0,591,16,32 (22h),16,0,"2014,12,30"
-,601,572,572,0,601,15,32 (22h),15,0,"2014,12,29"
-,535,506,506,0,535,15,30 (22h),15,0,"2014,12,28"
-,552,520,520,0,552,16,30 (22h),16,0,"2014,12,27"
-,573,543,543,0,573,15,30 (22h),15,0,"2014,12,26"
-,519,484,487,3,519,16,28 (22h),16,0,"2014,12,25"
-,578,540,546,6,578,16,31 (21h),16,0,"2014,12,24"
-,575,544,544,0,575,15,31 (21h),15,0,"2014,12,23"
-,583,551,551,0,583,16,31 (22h),16,0,"2014,12,22"
-,536,508,508,0,536,14,29 (22h),14,0,"2014,12,21"
-,552,521,521,0,552,15,30 (21h),15,0,"2014,12,20"
-,587,555,555,0,587,16,30 (22h),16,0,"2014,12,19"
-,597,567,567,0,597,15,32 (22h),15,0,"2014,12,18"
-,597,565,565,0,597,16,32 (22h),16,0,"2014,12,17"
-,616,585,585,0,616,16,33 (21h),16,0,"2014,12,16"
-,621,587,587,0,621,17,34 (21h),17,0,"2014,12,15"
-,546,512,512,0,546,17,31 (22h),17,0,"2014,12,14"
-,564,530,530,0,564,17,30 (22h),17,0,"2014,12,13"
-,602,571,571,0,602,15,32 (20h),15,0,"2014,12,12"
-,600,571,571,0,600,15,33 (22h),15,0,"2014,12,11"
-,591,560,560,0,591,15,32 (21h),15,0,"2014,12,10"
-,586,555,555,0,586,16,32 (21h),16,0,"2014,12,09"
-,523,489,489,0,523,17,30 (22h),17,0,"2014,12,08"
-,509,475,475,0,509,17,28 (22h),17,0,"2014,12,07"
-,513,478,478,0,513,17,27 (22h),17,0,"2014,12,06"
-,571,439,537,98,571,17,29 (20h),17,0,"2014,12,05"
-,581,418,546,128,581,18,31 (21h),18,0,"2014,12,04"
-,578,544,544,0,578,17,31 (20h),17,0,"2014,12,03"
-,556,526,526,0,556,15,30 (22h),15,0,"2014,12,02"
-,566,535,535,0,566,16,30 (21h),16,0,"2014,12,01"
,,,,,,,,,,"2014,11,31"
-,506,475,475,0,506,16,28 (22h),16,0,"2014,11,30"
-,526,496,496,0,526,15,28 (22h),15,0,"2014,11,29"
-,564,500,533,33,564,15,29 (20h),15,0,"2014,11,28"
-,570,537,541,4,570,14,30 (20h),14,0,"2014,11,27"
-,574,484,561,77,574,7,30 (20h),7,0,"2014,11,26"
-,562,516,558,42,562,2,30 (21h),2,0,"2014,11,25"
-,573,573,573,0,573,0,30 (21h),0,0,"2014,11,24"
-,506,497,506,8,506,0,28 (22h),0,0,"2014,11,23"
-,539,539,539,0,539,0,28 (22h),0,0,"2014,11,22"
-,578,578,578,0,578,0,30 (20h),0,0,"2014,11,21"
-,578,578,578,0,578,0,31 (20h),0,0,"2014,11,20"
-,570,570,570,0,570,0,31 (21h),0,0,"2014,11,19"
-,549,549,549,0,549,0,29 (22h),0,0,"2014,11,18"
-,563,562,562,0,563,0,30 (21h),0,0,"2014,11,17"
-,503,503,503,0,503,0,28 (22h),0,0,"2014,11,16"
-,529,529,529,0,529,0,28 (22h),0,0,"2014,11,15"
-,567,567,567,0,567,0,30 (20h),0,0,"2014,11,14"
-,565,565,565,0,565,0,30 (21h),0,0,"2014,11,13"
-,575,574,574,0,575,0,30 (20h),0,0,"2014,11,12"
-,568,568,568,0,568,0,30 (20h),0,0,"2014,11,11"
-,557,557,557,0,557,0,30 (20h),0,0,"2014,11,10"
-,507,507,507,0,507,0,28 (22h),0,0,"2014,11,09"
-,526,526,526,0,526,0,28 (22h),0,0,"2014,11,08"
-,560,560,560,0,560,0,29 (20h),0,0,"2014,11,07"
-,560,560,560,0,560,0,30 (20h),0,0,"2014,11,06"
-,558,511,558,47,558,0,30 (21h),0,0,"2014,11,05"
-,573,573,573,0,573,0,30 (20h),0,0,"2014,11,04"
-,568,568,568,0,568,0,31 (20h),0,0,"2014,11,03"
-,503,489,489,0,503,7,27 (21h),7,0,"2014,11,02"
-,516,490,490,0,516,13,27 (21h),13,0,"2014,11,01"
-,580,553,553,0,580,13,30 (20h),13,0,"2014,10,31"
-,591,565,565,0,591,13,31 (20h),13,0,"2014,10,30"
-,590,563,563,0,590,13,31 (20h),13,0,"2014,10,29"
-,585,556,556,0,585,14,32 (20h),14,0,"2014,10,28"
-,583,558,558,0,583,12,31 (20h),12,0,"2014,10,27"
-,535,507,507,0,535,14,28 (21h),14,0,"2014,10,26"
-,539,510,510,0,539,14,28 (22h),14,0,"2014,10,25"
-,577,549,549,0,577,14,30 (21h),14,0,"2014,10,24"
-,595,568,568,0,595,13,31 (21h),13,0,"2014,10,23"
-,588,562,562,0,588,13,32 (21h),13,0,"2014,10,22"
-,591,566,566,0,591,12,32 (21h),12,0,"2014,10,21"
-,589,564,564,0,589,12,31 (21h),12,0,"2014,10,20"
-,512,486,486,0,512,13,28 (22h),13,0,"2014,10,19"
-,544,517,517,0,544,13,29 (22h),13,0,"2014,10,18"
-,582,555,555,0,582,13,30 (21h),13,0,"2014,10,17"
-,584,557,557,0,584,13,31 (21h),13,0,"2014,10,16"
-,576,550,550,0,576,13,31 (21h),13,0,"2014,10,15"
-,577,552,552,0,577,12,30 (21h),12,0,"2014,10,14"
-,577,552,552,0,577,12,30 (21h),12,0,"2014,10,13"
-,515,491,491,0,515,12,28 (22h),12,0,"2014,10,12"
-,543,520,520,0,543,11,29 (22h),11,0,"2014,10,11"
-,583,559,559,0,583,12,30 (21h),12,0,"2014,10,10"
-,592,567,567,0,592,13,31 (21h),13,0,"2014,10,09"
-,582,557,557,0,582,13,31 (21h),13,0,"2014,10,08"
-,576,452,550,98,576,13,30 (21h),13,0,"2014,10,07"
-,502,479,479,0,502,11,27 (22h),11,0,"2014,10,06"
-,503,477,477,0,503,13,26 (22h),13,0,"2014,10,05"
-,550,525,525,0,550,13,29 (22h),13,0,"2014,10,04"
-,606,581,581,0,606,13,31 (13h),13,0,"2014,10,03"
-,622,598,598,0,622,12,33 (21h),12,0,"2014,10,02"
-,623,600,600,0,623,12,33 (21h),12,0,"2014,10,01"
,,,,,,,,,,"2014,09,31"
-,619,595,595,0,619,12,33 (21h),12,0,"2014,09,30"
-,604,582,582,0,604,11,31 (21h),11,0,"2014,09,29"
-,521,497,497,0,521,12,28 (21h),12,0,"2014,09,28"
-,563,537,537,0,563,13,28 (22h),13,0,"2014,09,27"
-,605,578,578,0,605,14,31 (14h),14,0,"2014,09,26"
-,615,587,587,0,615,14,31 (14h),14,0,"2014,09,25"
-,612,585,585,0,612,14,31 (22h),14,0,"2014,09,24"
-,603,574,574,0,603,15,31 (22h),15,0,"2014,09,23"
-,619,591,591,0,619,14,32 (13h),14,0,"2014,09,22"
-,537,510,510,0,537,13,29 (22h),13,0,"2014,09,21"
-,570,543,543,0,570,14,30 (22h),14,0,"2014,09,20"
-,634,577,606,29,634,14,33 (14h),14,0,"2014,09,19"
-,636,608,608,0,636,14,33 (14h),14,0,"2014,09,18"
-,572,545,545,0,572,13,30 (22h),13,0,"2014,09,17"
-,663,637,637,0,663,13,34 (14h),13,0,"2014,09,16"
-,633,582,609,27,633,12,32 (14h),12,0,"2014,09,15"
-,564,538,538,0,564,13,30 (22h),13,0,"2014,09,14"
-,605,579,579,0,605,13,31 (22h),13,0,"2014,09,13"
-,657,631,632,0,657,13,34 (14h),13,0,"2014,09,12"
-,668,642,642,0,668,13,34 (14h),13,0,"2014,09,11"
-,675,649,649,0,675,13,35 (14h),13,0,"2014,09,10"
-,662,661,661,0,662,0,34 (14h),0,0,"2014,09,09"
-,583,564,564,0,583,10,31 (22h),10,0,"2014,09,08"
-,579,557,557,0,579,11,30 (22h),11,0,"2014,09,07"
-,626,604,604,0,626,11,32 (22h),11,0,"2014,09,06"
-,690,667,667,0,690,11,36 (14h),11,0,"2014,09,05"
-,699,677,677,0,699,11,36 (14h),11,0,"2014,09,04"
-,700,680,680,0,700,10,37 (14h),10,0,"2014,09,03"
-,697,674,674,0,697,11,37 (14h),11,0,"2014,09,02"
-,706,683,683,0,706,12,37 (14h),12,0,"2014,09,01"
-,631,608,608,0,631,12,33 (22h),12,0,"2014,08,31"
-,674,652,652,0,674,11,35 (22h),11,0,"2014,08,30"
-,726,704,704,0,726,11,37 (14h),11,0,"2014,08,29"
-,713,690,690,0,713,11,36 (14h),11,0,"2014,08,28"
-,706,685,685,0,706,10,36 (14h),10,0,"2014,08,27"
-,687,664,664,0,687,12,35 (14h),12,0,"2014,08,26"
-,670,649,649,0,670,11,34 (14h),11,0,"2014,08,25"
-,578,556,556,0,578,11,30 (23h),11,0,"2014,08,24"
-,607,585,585,0,607,11,31 (22h),11,0,"2014,08,23"
-,657,637,637,0,657,10,33 (14h),10,0,"2014,08,22"
-,663,642,642,0,663,10,34 (14h),10,0,"2014,08,21"
-,646,623,623,0,646,11,32 (14h),11,0,"2014,08,20"
-,657,633,633,0,657,12,33 (13h),12,0,"2014,08,19"
-,643,618,618,0,643,12,34 (14h),12,0,"2014,08,18"
-,559,536,536,0,559,12,29 (23h),12,0,"2014,08,17"
-,609,586,586,0,609,11,31 (22h),11,0,"2014,08,16"
-,588,564,564,0,588,12,30 (22h),12,0,"2014,08,15"
-,680,657,657,0,680,11,34 (14h),11,0,"2014,08,14"
-,671,648,648,0,671,11,33 (19h),11,0,"2014,08,13"
-,689,668,668,0,689,10,35 (14h),10,0,"2014,08,12"
-,681,660,660,0,681,10,34 (14h),10,0,"2014,08,11"
-,582,560,560,0,582,11,31 (23h),11,0,"2014,08,10"
-,606,580,580,0,606,13,30 (22h),13,0,"2014,08,09"
-,640,612,612,0,640,14,34 (14h),14,0,"2014,08,08"
-,648,620,620,0,648,14,33 (14h),14,0,"2014,08,07"
-,652,626,626,0,652,13,33 (14h),13,0,"2014,08,06"
-,646,625,625,0,646,10,33 (14h),10,0,"2014,08,05"
-,620,598,598,0,620,11,32 (14h),11,0,"2014,08,04"
-,517,497,497,0,517,10,28 (23h),10,0,"2014,08,03"
-,552,530,530,0,552,10,28 (23h),10,0,"2014,08,02"
-,609,586,586,0,609,11,31 (14h),11,0,"2014,08,01"
-,636,610,610,0,636,13,32 (14h),13,0,"2014,07,31"
-,592,569,569,0,592,11,30 (23h),11,0,"2014,07,30"
-,610,586,586,0,610,12,30 (14h),12,0,"2014,07,29"
-,649,625,625,0,649,12,32 (14h),12,0,"2014,07,28"
-,569,546,546,0,569,11,30 (23h),11,0,"2014,07,27"
-,597,574,574,0,597,11,30 (23h),11,0,"2014,07,26"
-,645,624,624,0,645,11,32 (14h),11,0,"2014,07,25"
-,651,629,629,0,651,11,32 (14h),11,0,"2014,07,24"
-,642,618,618,0,642,12,32 (14h),12,0,"2014,07,23"
-,634,609,609,0,634,13,32 (14h),13,0,"2014,07,22"
-,620,596,596,0,620,12,31 (14h),12,0,"2014,07,21"
-,527,505,505,0,527,11,28 (23h),11,0,"2014,07,20"
-,574,551,551,0,574,12,28 (23h),12,0,"2014,07,19"
-,645,619,619,0,645,13,33 (14h),13,0,"2014,07,18"
-,654,628,628,0,654,13,33 (13h),13,0,"2014,07,17"
-,645,619,619,0,645,13,32 (14h),13,0,"2014,07,16"
-,653,627,627,0,653,13,33 (14h),13,0,"2014,07,15"
-,652,627,627,0,652,12,33 (14h),12,0,"2014,07,14"
-,550,524,524,0,550,13,29 (23h),13,0,"2014,07,13"
-,581,555,555,0,581,13,29 (23h),13,0,"2014,07,12"
-,614,587,587,0,614,13,31 (14h),13,0,"2014,07,11"
-,622,595,595,0,622,13,31 (14h),13,0,"2014,07,10"
-,615,587,587,0,615,14,30 (14h),14,0,"2014,07,09"
-,600,572,572,0,600,14,30 (14h),14,0,"2014,07,08"
-,589,562,562,0,589,13,30 (14h),13,0,"2014,07,07"
-,522,496,496,0,522,13,27 (23h),13,0,"2014,07,06"
-,560,523,533,11,560,13,28 (23h),13,0,"2014,07,05"
-,596,556,569,13,596,13,30 (14h),13,0,"2014,07,04"
-,589,559,559,0,589,15,29 (13h),15,0,"2014,07,03"
-,589,561,561,0,589,14,29 (14h),14,0,"2014,07,02"
-,610,576,583,8,610,13,31 (14h),13,0,"2014,07,01"
,,,,,,,,,,"2014,06,31"
-,610,519,587,68,610,11,31 (14h),11,0,"2014,06,30"
-,531,507,507,0,531,12,28 (23h),12,0,"2014,06,29"
-,561,536,536,0,561,12,29 (23h),12,0,"2014,06,28"
-,595,567,567,0,595,14,31 (14h),14,0,"2014,06,27"
-,593,566,566,0,593,14,31 (14h),14,0,"2014,06,26"
-,575,550,550,0,575,12,29 (14h),12,0,"2014,06,25"
-,586,561,561,0,586,12,30 (14h),12,0,"2014,06,24"
-,589,565,565,0,589,12,30 (14h),12,0,"2014,06,23"
-,506,500,500,0,506,3,27 (23h),3,0,"2014,06,22"
-,549,549,549,0,549,0,28 (23h),0,0,"2014,06,21"
-,601,589,589,0,601,5,31 (14h),5,0,"2014,06,20"
-,616,593,593,0,616,11,32 (14h),11,0,"2014,06,19"
-,615,592,592,0,615,12,32 (14h),12,0,"2014,06,18"
-,617,593,593,0,617,12,32 (14h),12,0,"2014,06,17"
-,613,593,593,0,613,10,32 (14h),10,0,"2014,06,16"
-,527,506,506,0,527,11,28 (23h),11,0,"2014,06,15"
-,556,533,533,0,556,12,29 (23h),12,0,"2014,06,14"
-,598,573,573,0,598,12,31 (14h),12,0,"2014,06,13"
-,592,568,568,0,592,12,31 (14h),12,0,"2014,06,12"
-,596,572,572,0,596,12,31 (14h),12,0,"2014,06,11"
-,595,571,571,0,595,12,30 (14h),12,0,"2014,06,10"
-,579,557,557,0,579,11,29 (14h),11,0,"2014,06,09"
-,504,482,482,0,504,11,28 (23h),11,0,"2014,06,08"
-,531,508,508,0,531,12,28 (23h),12,0,"2014,06,07"
-,589,565,565,0,589,11,31 (14h),11,0,"2014,06,06"
-,578,555,555,0,578,11,29 (14h),11,0,"2014,06,05"
-,574,551,551,0,574,11,29 (14h),11,0,"2014,06,04"
-,565,541,541,0,565,12,29 (23h),12,0,"2014,06,03"
-,553,528,528,0,553,12,28 (23h),12,0,"2014,06,02"
-,496,471,471,0,496,12,27 (23h),12,0,"2014,06,01"
-,527,501,501,0,527,13,27 (23h),13,0,"2014,05,31"
-,564,540,540,0,564,12,29 (14h),12,0,"2014,05,30"
-,561,536,536,0,561,12,29 (23h),12,0,"2014,05,29"
-,556,532,532,0,556,12,28 (23h),12,0,"2014,05,28"
-,524,500,500,0,524,12,28 (23h),12,0,"2014,05,27"
-,551,543,543,0,551,4,28 (23h),4,0,"2014,05,26"
